k_Mpc^-1,P_Mpc^3,Delta2
0.0046335126085506224,162258.31995983224,0.0008177268938795026
0.00468992164355906,162785.90434663082,0.0008507144624542678
0.004747017410103457,163301.8287897006,0.0008849602848306665
0.004804808268550251,163805.88384319775,0.0009205087964856202
0.004863302681046144,164297.86152441963,0.0009574058338476469
0.004922509212757205,164777.55542581464,0.0009956986707543825
0.004982436533123046,165244.760827788,0.0010354360555101
0.005043093417126249,165699.27481224178,0.00107666824853649
0.0051044887465772895,166140.89637677761,0.0011194470606088974
0.005166631511415021,166569.4265494909,0.0011638258916690039
0.005229530811023115,166984.6685042849,0.0012098597702040414
0.005293195855562397,167386.42767662802,0.0012576053931810836
0.005357635967319491,167774.51187968277,0.001307121166524086
0.0054228605820718714,168148.7314207215,0.0013584672461197788
0.005488879250469458,168508.89921775513,0.0014117055793372616
0.005555701639433166,168854.83091628886,0.0014668999470448963
0.005623337533570346,169186.34500612566,0.0015241160061063616
0.005691796836607534,169503.2629381322,0.0015834213323365656
0.005761089572840654,169805.40924087827,0.001644885463896337
0.005831225888602776,170092.61080073658,0.0017085799367023162
0.005902216053749902,170364.68955927313,0.001774578249800806
0.005974070463164681,170621.46613102558,0.0018429559317544328
0.0060467996382785345,170862.7645447799,0.0019137906265758724
0.006120414228612271,171088.4124250367,0.0019871621373604076
0.00619492501333546,171298.24111906794,0.0020631524695375286
0.006270342902844816,171492.08582346298,0.00214184587422498
0.006346678940361744,171669.785710047,0.00222332889164315
0.006423944303549384,171831.18405107866,0.0023076903945459357
0.0065021503061493255,171976.1283436019,0.002395021631621432
0.006581308399638229,172104.47043285207,0.0024854162708138525
0.006661430174904677,172216.0666345998,0.0025789704425155952
0.006742527363946311,172310.7778563214,0.002675782782575774
0.006824611841587813,172388.4697170767,0.0027759544750694796
0.006907695627219625,172449.0126659923,0.0028795892947690825
0.006991790886557943,172492.28209921997,0.0029867936492566074
0.007076909933426129,172518.15847526386,0.0030976766206135815
0.007163065231557718,172526.52742856144,0.003212350006621973
0.0072502693964215425,172517.27988119255,0.0033309283614074833
0.007338535197068899,172490.29945428148,0.003453528781212628
0.007427875558003312,172445.33707633812,0.003580268291126051
0.007518303561073066,172382.0646335641,0.003711264502560894
0.0076098324473866516,172300.15904001117,0.0038466371456790886
0.007702475619251732,172199.30383082092,0.003986508066815067
0.0077962466421375234,172079.18952187125,0.004131001197448644
0.007891159246661172,171939.51397161477,0.004280242518385994
0.007987227330598326,171779.98274465042,0.004434360018935785
0.00808446496091805,171600.30947656487,0.004593483650865642
0.008182886375842732,171400.21623954058,0.004757745276922635
0.008282505986932852,171179.43390824104,0.004927278613699714
0.00838333838119726,170937.70252544343,0.005102219168629925
0.008485398323229112,170674.77166688797,0.005282704170889474
0.008588700757367788,170390.40080479963,0.00546887249599132
0.008693260809887195,170084.35966951656,0.005660864583851839
0.008799093791210568,169756.42860865325,0.005858822350114154
0.008906215198152457,169406.39894321436,0.006062889090515054
0.00901464071618777,169034.07332005864,0.006273209378083463
0.0091243862217486,168639.26606011062,0.006489928952963968
0.009235467784549001,168221.80043248157,0.006713194482179162
0.009347901669937915,167781.4751338008,0.00694315201032101
0.009461704341281007,167318.0775459974,0.007179947096591006
0.009576892462371228,166831.40840995588,0.007423725543559684
0.0096934828998689,166321.2826757683,0.007674633236183266
0.009811492725771472,165787.52990401207,0.007932815954167194
0.009930939219913233,165229.99465914103,0.008198419174526616
0.010051839872495676,164648.5368941407,0.008471587864202799
0.010174212386648427,164043.0323255715,0.008752466262607807
0.010298074681021518,163413.37279813236,0.009041197653990175
0.010423444892409149,162759.4666378733,0.009337924129531756
0.010550341378405393,162081.23899317137,0.009642786339106644
0.0106787827200923,161378.63216259706,0.009955923232655501
0.010808787724760583,160651.60590879375,0.010277471791151129
0.010940375428663584,159900.13775749828,0.010607566747157376
0.01107356509980467,159124.2232808322,0.010946340295008287
0.011208376240758579,158323.87636401414,0.011293921790663977
0.01134482859152718,157499.12945463485,0.011650437441328019
0.011482942132429867,156650.03379366692,0.0120160099849424
0.01162273708702927,155776.6626610742,0.012390758601014492
0.011764233925092515,154879.14899865893,0.012774801702335078
0.011907453365588547,153957.67291270016,0.01316825612179648
0.012052416379721992,153012.43283546885,0.013571234670755567
0.012199144194003834,152043.64490476914,0.013983845767766075
0.012347658293359612,151051.5429594346,0.014406193108386011
0.012497980424275365,150036.37851354905,0.014838375327489117
0.01265013259798192,148998.42070905468,0.015280485654394002
0.012804137093677916,147937.95624643558,0.015732611561156663
0.012960016461792127,146855.28929321127,0.016194834404407686
0.01311779352728539,145750.74136999677,0.016667229061148238
0.01327749139299284,144624.65121393432,0.017149863558957014
0.013439133443006778,143477.3746193396,0.017642798701095082
0.013602743346100728,142309.28425543295,0.018146087687032107
0.013768345059195235,141120.76946108227,0.018659775728955906
0.013935962830865727,139912.2360165164,0.019183899664863523
0.01410562120489322,138684.1058920122,0.019718487568871148
0.014277345023858171,137436.816973605,0.020263558359417386
0.014451159432778119,136170.82276591368,0.020819121406072876
0.014627089882789563,134886.6099702326,0.021385178973292243
0.014805162134874775,133584.9457421219,0.021961767057436552
0.014985402263633802,132266.80398488295,0.022548950597697074
0.01516783666110256,130933.15823746871,0.023146793233158835
0.015352492040617331,129584.97529771969,0.023755356477582482
0.015539395440726293,128223.21429516171,0.024374699725691732
0.01572857422914877,126848.82579868873,0.025004880263045422
0.015920056106782505,125462.7509596894,0.025645953279514733
